ra,dec,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err
87.799126,26.002842,5520.36,188.84,4.633,0.461,-0.115,0.223,-2.03,13.82
87.616905,26.03753,6512.97,212.94,4.436,0.369,-0.068,0.202,-22.8,18.44
87.36798,25.671274,4913.26,114.79,3.334,0.452,0.012,0.149,35.51,11.3
87.56659,25.626305,5139.79,188.5,4.737,0.343,-0.081,0.231,37.74,11.49
88.48556,25.219517,3886.34,29.68,4.662,0.166,-0.629,0.156,-10.98,11.26
88.242134,25.340836,6343.25,305.49,4.333,0.358,0.16,0.305,25.31,19.69
88.08764,25.20855,7298.01,386.28,3.87,0.389,-0.223,0.445,-24.59,38.93
88.26131,25.283392,6389.36,308.69,4.461,0.423,-0.451,0.333,-10.48,24.22
87.25897,25.096924,5907.14,320.88,4.072,0.669,-0.348,0.342,-21.12,23.51
87.33308,25.066717,4550.11,147.92,1.657,0.593,-0.696,0.237,-21.69,13.8
87.56783,25.16204,6028.19,233.33,4.323,0.536,-0.211,0.242,-40.75,19.41
86.951324,25.21206,4689.28,184.53,2.025,0.746,-0.888,0.289,27.69,16.84
87.12544,25.175938,6828.25,249.48,3.959,0.489,-0.111,0.329,-6.7,50.96
86.85546,25.207232,4440.7,86.32,4.627,0.214,-0.234,0.139,32.94,10.35
87.177986,25.13948,4440.77,79.0,4.748,0.193,-0.178,0.127,-0.09,9.6
86.8543,25.359417,5591.95,230.27,4.287,0.622,-0.451,0.288,40.48,21.22
87.20764,25.0406,5575.44,290.67,4.35,0.591,-0.382,0.324,-0.23,21.43
86.99312,25.140717,4310.32,70.59,4.768,0.211,-0.362,0.142,11.7,10.22
86.73892,25.492222,4531.34,144.58,2.17,0.574,-0.442,0.214,-8.67,14.45
86.898705,25.674002,4748.79,151.35,1.676,0.482,-0.291,0.244,22.56,13.76
86.24272,26.120068,4769.22,123.9,4.259,0.297,0.319,0.144,-18.8,9.75
86.10791,26.09285,6276.61,236.45,3.917,0.538,0.118,0.203,34.75,31.86
85.97206,26.164127,5651.9,211.71,4.352,0.539,0.157,0.214,-21.27,17.04
86.054375,25.930115,6569.9,257.13,3.94,0.459,0.113,0.228,20.35,26.27
86.85092,25.733917,4615.41,138.3,1.968,0.535,-0.351,0.204,40.05,16.25
86.98235,25.694729,5465.53,226.83,3.239,0.564,0.058,0.201,22.23,25.4
86.990486,25.846804,5213.41,199.85,4.842,0.367,0.295,0.225,-24.92,12.57
87.003654,25.769138,6561.41,248.32,4.294,0.412,-0.037,0.277,49.18,40.77
85.870636,25.636753,4572.23,131.44,3.837,0.316,-0.094,0.165,5.33,11.26
85.66646,25.859362,4749.17,127.34,2.527,0.46,-0.085,0.164,11.21,11.42
86.56037,25.384916,4648.54,158.43,2.122,0.64,-0.489,0.237,-23.91,16.16
86.14004,25.716782,6081.89,251.16,4.043,0.606,-0.254,0.268,-30.71,29.16
86.326,25.681232,4097.81,48.1,4.439,0.222,-0.146,0.18,-22.03,9.61
85.44534,26.198425,7129.66,241.44,3.737,0.425,0.438,0.202,4.9,23.95
85.95703,26.20543,4547.19,92.05,4.543,0.237,0.02,0.125,16.08,9.86
85.878,26.320951,4815.19,195.1,3.982,0.405,-0.056,0.237,-4.49,14.46
85.91414,26.36432,5266.09,198.39,3.191,0.647,-0.161,0.226,-17.36,18.52
85.90421,26.193508,7000.52,302.82,4.141,0.393,-0.038,0.269,20.45,33.37
86.019646,25.652887,4785.03,189.29,1.907,0.647,-0.593,0.283,1.76,16.0
86.39881,25.428217,5957.12,283.74,3.991,0.698,-0.01,0.275,15.86,30.57
86.008965,25.513802,4785.14,159.37,2.267,0.6,-0.425,0.225,29.21,17.93
86.535126,25.948425,5481.9,253.32,4.643,0.45,0.133,0.267,-4.57,15.62
86.47564,25.850151,5073.03,304.65,4.673,0.567,0.12,0.364,-48.89,19.45
86.438416,25.904898,5177.15,203.72,4.507,0.438,-0.052,0.253,32.85,15.22
86.767265,26.973446,5011.29,179.91,2.467,0.654,-0.333,0.229,2.65,16.02
86.9247,27.094162,6344.81,230.46,4.348,0.406,0.066,0.211,-20.93,20.53
86.83321,27.096169,7213.68,171.87,3.429,0.488,-0.062,0.221,-11.23,41.7
86.48748,26.866,4671.13,119.3,4.61,0.249,0.056,0.151,-31.57,9.11
86.747215,26.909035,4478.01,79.47,4.744,0.21,-0.323,0.128,13.28,11.03
86.47076,26.977745,4157.43,62.53,2.084,0.435,-0.295,0.155,9.26,12.05
86.60821,26.923267,5731.52,234.44,3.849,0.613,0.021,0.228,20.49,17.52
86.51076,27.04301,5210.77,142.41,4.642,0.455,-1.109,0.276,93.88,21.92
86.63207,26.980589,5121.23,188.24,2.609,0.709,-0.287,0.275,-18.84,18.63
86.38042,27.605473,4902.35,177.72,2.167,0.808,-0.684,0.287,-13.58,23.61
86.27949,27.5564,5994.85,200.23,4.313,0.534,-0.346,0.221,-8.63,23.53
85.97528,27.613815,5230.08,202.85,2.884,0.702,-0.264,0.261,41.58,17.33
86.332146,27.607412,4657.28,146.91,3.682,0.495,-0.319,0.244,14.11,18.8
86.391106,27.405058,4841.78,181.59,1.814,0.81,-0.886,0.319,24.95,22.18
86.03569,27.438135,5544.06,302.86,4.046,0.62,-0.23,0.342,21.08,23.85
86.24073,27.230602,4710.2,168.17,3.243,0.522,-0.695,0.243,40.58,16.99
86.4509,27.333239,3986.93,62.47,4.629,0.213,-1.211,0.252,-109.52,14.86
86.19495,27.456879,3933.87,41.17,4.551,0.197,-0.648,0.189,-81.62,10.37
86.20478,28.052418,7029.7,185.38,3.596,0.515,-0.069,0.23,-2.58,38.94
86.35267,27.959091,7213.1,262.27,4.046,0.378,-0.245,0.301,9.32,29.1
86.08935,27.78061,5551.39,233.35,4.614,0.428,-0.076,0.295,30.56,19.39
86.39445,28.146313,6904.86,161.07,4.135,0.297,-0.314,0.21,-2.44,25.94
86.10739,27.885529,5086.92,202.45,3.156,0.677,-0.357,0.264,22.81,15.06
86.423836,28.008003,7114.82,214.02,4.167,0.36,-0.059,0.215,2.56,25.48
86.13838,27.984068,7855.0,275.27,4.148,0.384,0.11,0.277,7.22,27.14
86.34869,28.141321,5217.68,223.01,3.36,0.777,-0.57,0.297,43.36,22.18
86.92489,27.946821,8084.05,293.2,3.783,0.48,0.088,0.341,-0.06,25.06
87.222015,28.078999,4849.04,156.1,2.307,0.68,-0.513,0.253,-12.48,17.07
86.86733,28.014404,7381.52,279.42,3.088,0.521,0.196,0.254,-17.61,24.84
86.84874,27.777338,6619.8,236.99,4.303,0.331,-0.447,0.268,-26.38,27.05
87.13497,27.97207,4937.71,145.95,3.192,0.568,-0.142,0.193,-23.78,16.3
86.51475,27.63583,4740.35,157.38,2.352,0.599,-0.227,0.229,-22.35,15.99
86.44866,27.419523,5589.0,254.6,3.943,0.755,-0.532,0.306,11.74,30.32
86.523125,27.37352,4045.55,61.72,4.462,0.215,-0.392,0.228,8.69,11.29
86.95641,27.323416,4769.28,106.87,2.452,0.545,-0.132,0.154,-25.97,14.82
86.878784,27.3599,4943.23,181.28,3.357,0.568,-0.035,0.224,19.75,18.08
86.77545,27.362217,5641.98,318.21,4.249,0.674,0.065,0.313,8.64,21.55
86.98344,27.276514,5174.76,157.51,4.399,0.45,-0.247,0.209,1.46,15.63
86.6579,28.029526,5734.88,201.9,4.567,0.506,-0.051,0.225,23.76,17.8
86.50192,28.109491,3991.53,41.84,4.598,0.198,-0.293,0.152,-19.59,10.57
86.71747,27.95444,4548.94,95.54,4.785,0.256,-0.305,0.148,22.74,11.5
86.79832,27.780901,6581.7,239.76,4.28,0.366,-0.214,0.269,22.42,26.83
86.66081,27.795132,4483.85,73.39,4.641,0.217,-0.025,0.112,-3.0,11.4
86.48263,27.844046,4919.38,192.56,2.556,0.727,-0.502,0.271,61.57,21.42
86.58173,27.97723,4812.78,164.44,2.444,0.703,-0.507,0.243,0.1,19.46
86.18814,27.19163,4093.11,109.09,3.517,0.404,-0.932,0.315,-14.39,22.62
86.32307,27.004705,4455.96,148.98,2.155,0.674,-0.481,0.223,40.9,24.77
86.42798,26.976156,4821.74,166.75,4.447,0.372,-0.262,0.24,10.01,14.9
87.43635,27.6945,6851.73,222.73,3.913,0.618,-0.284,0.324,-43.53,76.76
87.562126,27.690521,4592.77,101.55,3.429,0.389,0.05,0.133,-21.66,14.91
87.300835,27.729462,5669.47,219.8,3.306,0.751,-0.081,0.238,-0.39,24.66
87.23978,27.62794,5919.69,277.98,3.866,0.745,-0.457,0.313,26.75,46.97
87.06169,27.745436,4848.08,156.76,2.508,0.742,-0.545,0.239,36.12,20.36
87.42732,28.092966,5995.69,249.19,4.285,0.586,-0.026,0.246,-59.71,21.12
87.59735,27.868835,5179.96,230.11,3.454,0.662,-0.302,0.275,-5.38,20.92
87.18254,27.950542,4517.86,165.81,0.997,0.722,-2.186,0.24,-204.14,28.75
87.395065,27.915602,4912.82,167.9,1.904,0.698,-0.44,0.266,-6.05,20.08
87.172485,27.886557,4367.16,84.28,2.241,0.484,-0.228,0.142,62.4,14.14
87.52613,27.93657,4218.1,63.14,4.478,0.223,-0.236,0.125,19.95,11.42
87.39583,28.073397,5456.23,217.23,3.123,0.817,-0.307,0.317,-13.71,19.93
88.18738,27.733397,5186.63,198.29,4.283,0.497,-0.125,0.248,-19.13,15.88
87.94587,27.83365,5405.53,241.37,4.604,0.46,-0.042,0.267,1.5,17.05
87.66778,27.77518,4676.23,101.36,2.497,0.547,-0.36,0.149,-1.59,14.68
88.18414,27.845825,6134.5,278.33,4.224,0.444,-0.28,0.282,-10.93,20.51
87.87085,27.842411,4758.03,154.24,1.862,0.696,-0.67,0.257,-4.52,18.47
88.1254,27.863403,6542.14,312.75,4.212,0.414,-0.298,0.347,-33.79,31.69
88.24648,27.746325,5326.34,239.28,4.733,0.443,0.005,0.272,25.16,18.33
87.684425,27.03077,7869.27,240.65,3.92,0.447,-0.215,0.273,10.4,35.55
87.70734,27.105505,4636.26,163.72,1.64,0.788,-1.048,0.27,-12.58,19.33
87.70358,26.999966,5263.47,199.46,4.55,0.47,-0.371,0.275,-10.53,16.11
87.78702,27.017912,4737.49,149.1,2.254,0.615,-0.303,0.222,17.5,16.57
87.806526,27.107792,5806.02,225.59,3.92,0.682,-0.129,0.24,-72.47,19.4
88.10657,27.20315,4707.27,138.13,2.172,0.602,-0.503,0.214,45.18,13.49
88.29022,27.256353,7977.05,304.78,4.395,0.313,-0.478,0.361,0.05,30.16
88.217354,27.296724,4804.98,119.67,1.742,0.552,-0.656,0.208,39.88,14.96
87.43398,26.942167,4367.51,103.24,4.245,0.299,-0.2,0.199,2.4,16.84
87.59277,27.119507,5123.31,164.08,4.426,0.413,-0.069,0.197,4.3,11.54
87.18153,27.09644,4719.96,87.37,2.226,0.448,-0.054,0.13,-11.88,10.8
86.95612,27.527695,4821.81,142.13,1.973,0.602,-0.534,0.237,46.34,13.08
87.3145,27.44617,5031.36,195.49,2.91,0.644,-0.2,0.259,-13.75,14.33
87.40112,27.499237,7636.74,206.75,3.876,0.306,-0.196,0.202,13.31,20.8
87.319954,27.53138,4679.32,88.26,2.606,0.432,0.055,0.12,15.21,10.62
87.46341,27.37049,5019.03,192.46,2.617,0.676,-0.436,0.25,45.27,15.54
87.3958,27.399576,6160.67,208.18,4.135,0.34,-0.267,0.273,-76.52,15.9
87.062485,27.16344,3938.43,50.1,4.477,0.214,-0.692,0.22,99.95,10.85
87.43288,27.178099,5463.05,185.52,4.461,0.479,0.096,0.204,28.34,13.42
87.32501,27.341532,4753.66,139.77,1.639,0.466,-0.563,0.239,12.67,13.24
87.213104,27.317705,6437.89,233.98,4.057,0.421,-0.284,0.234,-11.91,24.06
87.66273,28.006603,6117.68,205.73,4.553,0.325,-0.677,0.35,-14.52,19.55
88.071945,28.100067,7055.49,248.81,4.196,0.337,-0.339,0.28,20.11,30.78
88.10476,27.91719,6132.96,254.61,4.255,0.538,-0.02,0.237,-34.46,19.4
87.77121,28.105457,4806.29,131.66,2.647,0.548,-0.146,0.186,45.75,12.79
87.99422,28.014475,6379.04,231.43,4.481,0.423,-0.073,0.23,-35.38,23.88
88.11391,27.943901,7123.66,330.08,4.024,0.383,0.003,0.302,8.02,26.58
88.00295,27.952047,6827.08,207.0,4.134,0.366,-0.17,0.214,20.67,28.19
87.751595,27.849699,5057.19,147.26,2.466,0.659,-0.272,0.221,-11.63,14.77
88.13637,27.900959,6088.26,285.25,4.351,0.483,-0.541,0.327,26.33,22.98
88.248726,27.520527,5568.92,162.15,2.838,0.554,0.047,0.193,10.95,13.47
88.32278,27.369814,6608.47,236.75,4.534,0.34,-0.81,0.496,27.11,54.32
88.411354,27.45209,5397.57,207.74,3.914,0.555,0.062,0.22,-13.65,14.23
87.93116,26.111134,5510.79,186.75,4.835,0.399,0.18,0.199,22.19,11.88
87.54948,26.17607,4708.21,151.87,1.583,0.736,-1.242,0.244,50.51,14.69
87.72993,26.17312,3865.69,31.24,4.817,0.151,-0.604,0.157,75.16,10.38
87.84784,26.03533,6733.7,183.39,4.083,0.343,-0.597,0.229,-38.41,29.22
87.55259,26.445915,4759.97,100.4,3.342,0.402,-0.066,0.135,21.58,11.26
86.97776,26.662622,4752.0,99.36,4.647,0.266,0.03,0.135,-3.52,9.49
87.09153,26.863127,4237.99,64.67,4.774,0.193,-0.38,0.134,51.73,9.12
86.92889,26.722689,4780.73,97.3,2.447,0.494,-0.227,0.14,12.08,11.06
87.38171,26.287918,5374.15,200.17,4.427,0.441,-0.229,0.249,-20.04,14.25
87.21587,26.270943,5414.15,198.11,4.34,0.512,-0.104,0.231,-9.03,14.72
87.453354,26.024033,6666.39,185.26,3.971,0.4,0.041,0.17,35.02,19.27
87.329,26.057243,4093.65,54.18,4.517,0.197,0.117,0.111,-37.5,8.71
87.88749,26.752941,6317.36,216.81,4.225,0.464,-0.02,0.199,0.56,20.38
87.93971,26.665287,5211.85,138.3,4.788,0.368,-0.175,0.191,58.62,12.62
87.85728,26.36298,6237.34,227.74,4.146,0.498,-0.143,0.221,-1.75,21.1
87.494316,26.67615,5449.03,185.07,4.634,0.415,-0.246,0.244,-3.59,14.97
87.38247,26.650122,5821.73,192.48,4.405,0.508,-0.158,0.208,32.27,15.55
87.61376,26.677122,6434.63,215.24,4.042,0.435,-0.373,0.225,-16.17,22.12
87.460754,26.60628,6796.47,199.34,3.896,0.37,-0.21,0.208,-0.12,24.98
87.505844,26.624378,4784.96,103.53,2.42,0.502,-0.171,0.149,-30.51,11.58
87.70209,26.728403,4872.78,133.92,2.307,0.688,-0.621,0.214,-3.66,14.87
86.324234,26.756056,4479.46,131.6,1.235,0.565,-0.952,0.236,-24.49,14.83
86.465645,26.809687,5838.12,302.39,3.402,0.862,-0.406,0.367,-10.76,39.32
86.46808,26.650814,4648.36,97.32,4.758,0.245,-0.081,0.138,9.03,9.35
86.7242,26.7649,4724.5,147.51,4.729,0.296,-0.368,0.231,-36.96,11.3
86.42859,26.72603,4887.91,169.72,4.518,0.342,-0.177,0.228,-60.86,12.28
86.5654,26.541477,4558.77,112.42,4.835,0.246,-0.157,0.158,9.32,9.26
86.75663,26.746925,5200.9,135.77,4.746,0.377,-0.183,0.187,53.17,12.15
86.524216,26.655264,4167.45,65.64,4.795,0.204,-0.458,0.151,-61.85,10.41
87.00158,26.095856,4747.9,109.85,4.687,0.277,-0.043,0.154,-5.84,10.17
86.937744,26.244663,6227.09,202.14,3.521,0.519,-0.102,0.196,10.76,25.27
86.812584,26.249496,5391.36,204.75,4.288,0.524,-0.132,0.243,33.46,14.29
86.825325,26.213518,5311.93,186.49,4.213,0.476,0.147,0.205,2.94,12.93
87.04078,26.223915,5530.66,251.45,3.96,0.676,-0.522,0.308,52.76,16.97
86.73446,26.09523,4981.09,169.77,4.247,0.426,-0.289,0.233,15.87,13.91
86.863304,26.334435,4999.67,118.37,1.78,0.499,-0.389,0.201,18.8,14.17
87.02005,26.407776,5188.96,188.46,4.487,0.435,-0.147,0.244,17.24,14.54
86.94645,26.351297,4911.06,157.86,4.902,0.298,-0.04,0.213,2.86,10.12
89.31344,26.51236,4648.58,125.01,4.293,0.318,-0.091,0.172,25.92,13.29
89.760284,27.234207,5377.77,236.18,4.255,0.466,0.245,0.229,-32.97,15.54
89.705055,27.430676,4982.19,197.2,2.132,0.661,-0.42,0.303,8.37,14.41
89.62841,27.24391,8055.78,325.27,3.884,0.408,0.18,0.278,2.07,25.38
89.82865,27.36819,8402.14,284.03,3.673,0.716,-0.15,0.303,-0.24,33.62
89.28425,27.006245,4850.04,117.5,4.753,0.248,0.088,0.176,-4.73,9.02
89.62788,27.12976,6308.82,309.33,4.32,0.434,-0.423,0.353,17.03,29.73
89.952995,26.38397,4719.87,126.39,4.023,0.409,-0.673,0.208,-23.67,18.04
89.93289,26.333815,3876.35,35.78,4.335,0.227,-0.832,0.235,-35.76,12.88
90.0229,27.225227,6666.21,225.04,4.21,0.373,-0.072,0.224,15.68,26.08
89.874405,27.203712,7516.36,226.5,4.15,0.296,-0.461,0.274,38.55,28.26
90.011375,26.75534,5628.91,310.19,3.498,0.714,-0.75,0.453,18.62,30.4
89.95114,26.65213,4748.92,148.06,2.189,0.564,-0.318,0.226,35.89,12.72
89.71217,26.531666,5492.46,232.04,3.204,0.828,-0.319,0.292,79.15,26.34
89.197075,26.897064,4690.4,173.01,2.15,0.68,-0.562,0.265,-31.12,17.14
89.12335,26.730366,4088.34,194.01,0.386,0.745,-1.963,0.432,-1.18,127.48
89.28442,26.79105,4259.05,95.04,4.213,0.287,0.145,0.17,14.25,14.19
89.958046,26.085186,4907.1,109.99,2.586,0.659,-0.457,0.173,30.83,16.21
88.531555,26.871372,5281.85,171.75,4.526,0.396,-0.477,0.281,-5.19,16.04
88.61993,26.89086,4962.07,207.28,2.455,0.755,-0.662,0.281,13.82,22.03
88.48735,26.99859,5413.85,203.69,4.309,0.518,-0.135,0.242,-16.54,16.4
88.386955,26.810865,5826.96,167.92,4.146,0.392,-0.366,0.223,38.94,13.73
88.60846,26.806353,5095.52,208.75,2.621,0.778,-0.753,0.283,-26.1,20.41
88.84611,27.391878,3870.04,31.59,4.433,0.213,-0.325,0.183,15.27,12.32
88.60603,27.508656,7022.79,221.34,3.989,0.421,-0.443,0.332,-13.28,40.06
88.72846,27.385221,7870.9,326.39,4.34,0.403,-0.289,0.399,-38.9,36.55
88.79567,27.022678,7554.04,183.28,3.728,0.421,-0.182,0.265,12.57,42.28
88.94747,27.167686,4012.32,65.97,4.756,0.238,-0.498,0.181,-62.07,14.78
88.76659,27.048498,5778.46,212.46,4.09,0.641,-0.292,0.238,-32.26,23.87
89.15747,27.328833,4371.85,80.56,4.643,0.21,-0.141,0.133,-42.09,10.87
89.31802,27.244045,3882.94,30.07,4.542,0.199,-0.609,0.188,31.48,12.37
88.96952,27.376842,6659.45,212.99,4.547,0.308,-0.3,0.272,22.59,30.99
89.241875,27.330856,5053.76,179.25,3.038,0.715,-0.491,0.249,30.74,19.34
88.48375,26.548903,5715.47,206.74,4.088,0.635,-0.106,0.221,27.36,21.04
88.70379,26.395973,4878.31,157.65,3.396,0.544,-0.304,0.212,19.82,17.19
88.57492,26.465355,6058.17,211.42,4.027,0.533,0.138,0.181,3.57,18.48
88.67542,26.468723,6127.14,237.13,3.89,0.583,-0.144,0.224,1.59,27.82
88.637596,26.313713,4642.96,117.0,4.731,0.275,-0.241,0.179,9.04,10.93
88.933846,26.925257,6363.81,324.82,4.15,0.59,-0.238,0.324,-31.05,31.84
88.832214,26.640705,6667.97,223.02,4.189,0.401,-0.141,0.231,-7.46,28.05
88.985214,26.66886,4707.71,171.83,2.497,0.677,-0.669,0.249,34.96,17.66
88.89553,26.791027,7324.48,239.53,3.913,0.353,-0.296,0.309,-37.93,35.5
88.76475,26.848179,6204.61,257.74,3.821,0.486,-0.207,0.256,-49.91,26.85
88.301094,26.287794,6511.78,201.26,3.366,0.409,0.123,0.192,-28.86,18.82
88.27288,26.548769,6755.51,250.01,4.224,0.426,-0.084,0.287,-15.86,40.71
88.348045,26.286032,4731.39,144.12,3.072,0.5,-0.143,0.191,65.8,15.29
88.52358,26.015806,5536.38,322.96,3.514,0.895,-0.645,0.416,47.74,40.69
88.35677,27.18038,6564.04,298.79,4.219,0.415,-0.084,0.319,-1.68,36.39
88.428535,27.202429,7073.8,284.34,4.065,0.423,0.025,0.318,-5.23,37.8
88.72132,27.063799,5682.54,269.67,4.22,0.629,-0.282,0.316,11.2,31.01
88.71211,27.217272,7055.64,283.41,3.995,0.407,-0.269,0.372,5.2,44.29
88.375404,27.755327,6431.94,225.08,4.048,0.461,-0.268,0.238,-24.32,30.08
88.49059,27.679878,6131.43,272.86,3.939,0.552,-0.126,0.263,-4.71,25.27
88.52368,28.136234,5279.74,223.08,3.655,0.583,-0.32,0.261,32.4,16.95
88.77415,28.397177,6015.72,320.07,4.19,0.536,-0.527,0.358,9.14,23.21
88.71661,28.260649,6365.19,303.93,4.167,0.463,-0.364,0.319,-0.97,25.03
88.597176,28.309853,8232.2,335.39,3.723,0.5,0.05,0.317,5.87,27.71
88.48173,28.500832,4875.53,182.83,2.574,0.674,-0.51,0.261,-27.83,15.29
88.77881,28.56301,3809.74,27.69,4.621,0.162,-0.506,0.175,-23.69,10.39
88.74708,28.730448,4118.47,51.1,4.657,0.207,-0.1,0.116,58.51,9.25
88.546555,28.501532,7841.37,362.93,4.282,0.353,-0.455,0.417,-4.32,33.88
88.625984,28.435453,5035.1,148.26,4.599,0.351,-0.14,0.196,-4.59,9.8
88.82596,28.470135,3986.72,51.9,4.407,0.211,-0.182,0.155,29.46,9.88
88.20435,28.996078,6461.07,338.26,4.12,0.475,-0.268,0.38,-13.84,39.07
88.34044,28.999256,6419.67,322.41,3.939,0.569,-0.278,0.297,16.47,28.69
88.381195,28.86102,4035.73,61.1,4.676,0.198,-0.51,0.195,1.97,10.6
88.434456,28.869816,5626.65,245.17,4.016,0.596,0.329,0.231,-39.21,15.25
88.33548,28.890818,6068.18,373.61,4.115,0.574,-0.049,0.346,38.66,20.73
88.44839,28.916798,5130.32,274.04,3.165,0.684,-0.325,0.325,37.82,18.17
88.38393,28.435549,6337.86,261.87,4.288,0.473,-0.401,0.281,-21.39,28.43
88.224236,28.735418,4703.18,177.25,1.595,0.64,-0.753,0.315,-33.46,18.49
88.229355,28.539515,6347.87,358.41,4.199,0.521,-0.484,0.38,-0.08,29.5
88.185326,28.63138,5957.08,328.98,3.897,0.691,-0.403,0.352,67.13,20.3
88.24839,28.45178,4991.8,158.81,3.634,0.506,-0.309,0.208,6.52,14.22
88.346535,28.540823,5029.29,187.15,3.065,0.686,-0.439,0.253,-27.23,17.49
88.21675,28.611095,6772.21,236.8,4.057,0.403,-0.013,0.228,11.74,24.58
88.755455,27.87713,6201.32,302.59,4.015,0.542,-0.295,0.306,38.78,21.8
88.956215,27.855192,5637.91,227.52,4.372,0.569,-0.347,0.271,44.22,17.61
89.128716,27.795397,7725.79,215.35,3.79,0.33,0.353,0.218,-17.48,21.31
88.04207,28.32691,6050.58,335.48,3.905,0.635,0.098,0.266,2.3,23.01
88.2786,28.081203,6029.24,283.9,4.086,0.587,0.026,0.26,45.42,18.68
88.19634,28.181591,4911.14,175.38,2.714,0.692,-0.666,0.249,7.73,17.0
88.25759,28.340017,6107.66,263.84,4.473,0.452,-0.227,0.272,3.96,18.41
88.43016,28.114887,5058.29,154.67,4.553,0.346,0.181,0.185,-23.39,10.48
88.87168,28.07509,5705.97,264.94,4.24,0.407,-0.4,0.361,22.25,15.59
88.89422,28.306852,7042.76,359.34,4.315,0.316,-0.549,0.35,-8.25,25.6
89.070694,28.209389,6344.08,225.3,4.147,0.478,-0.437,0.253,17.12,28.76
88.81391,28.26455,6840.1,373.83,4.262,0.363,-0.369,0.417,-40.76,33.09
88.21794,27.877045,5965.76,269.94,4.633,0.339,-0.622,0.344,17.42,18.37
88.32218,27.9694,5320.97,144.87,4.639,0.411,-0.074,0.183,-3.26,12.42
88.43157,27.80927,4731.01,110.56,4.807,0.263,-0.089,0.153,-50.91,9.7
88.194016,27.966572,4910.82,204.05,2.79,0.597,-0.445,0.261,6.73,14.33
88.25351,28.040222,8269.37,339.34,4.329,0.449,-0.1,0.375,-4.1,30.23
88.517,28.01518,5171.78,142.95,4.726,0.383,-0.25,0.2,-24.11,12.48
88.58705,27.823296,5145.18,186.31,2.784,0.81,-0.491,0.273,-44.74,20.56
88.47114,27.903477,6543.33,261.23,4.379,0.392,-0.267,0.29,-28.58,31.49
88.48469,28.054157,6768.48,217.9,3.901,0.427,-0.194,0.234,24.03,30.5
89.04196,27.506742,6542.64,307.63,4.209,0.442,-0.358,0.36,42.7,40.4
88.90644,27.501806,4882.89,198.71,2.078,0.787,-0.659,0.313,-54.5,18.52
89.33269,27.493214,3873.42,37.43,4.538,0.185,-0.502,0.195,-17.78,11.74
89.232124,27.594084,4874.54,147.95,2.938,0.514,0.026,0.195,0.68,11.79
85.38452,27.235792,7223.54,302.61,4.017,0.415,-0.13,0.317,10.71,30.22
85.29863,27.300823,6195.02,308.19,3.825,0.661,-0.379,0.334,38.73,40.22
85.56934,27.192194,7259.69,295.21,3.751,0.425,0.011,0.302,1.48,26.03
85.84238,26.634262,4664.97,215.48,3.997,0.587,-0.2,0.305,35.0,60.91
85.50463,26.944302,4229.73,100.28,4.686,0.211,-0.654,0.208,-68.9,12.79
85.749084,27.036142,5410.21,339.78,3.167,1.258,-1.31,0.592,198.71,73.8
85.46684,26.969109,4726.22,124.85,2.537,0.512,-0.025,0.173,6.77,13.46
85.259636,26.805086,5288.64,264.39,4.098,0.566,-0.322,0.335,16.31,21.31
85.27263,27.151642,5447.94,180.66,4.776,0.344,0.458,0.174,-22.13,10.49
84.99775,27.28703,3793.6,30.54,4.506,0.171,-0.676,0.212,6.52,10.83
85.28288,27.47869,6259.74,211.85,4.894,0.353,0.112,0.204,15.51,14.67
85.25407,27.207294,5663.52,309.02,4.235,0.592,-0.209,0.306,-3.3,20.51
85.03429,27.241894,5545.65,238.36,4.516,0.513,-0.163,0.275,22.11,14.8
86.18882,26.745855,4571.53,98.2,4.763,0.245,-0.27,0.149,-17.47,9.34
86.118225,26.532303,5588.49,230.23,3.633,0.652,-0.035,0.248,34.9,15.06
86.053154,26.677061,5144.49,173.88,2.674,0.61,-0.196,0.193,38.41,15.19
85.864876,27.031376,6402.43,338.49,3.796,0.541,-0.418,0.332,14.7,28.06
86.067085,26.767447,4928.58,125.4,2.775,0.574,-0.207,0.184,3.65,14.07
85.984375,26.812979,4651.9,120.73,4.693,0.24,0.185,0.152,-65.49,8.7
85.70753,27.43934,6723.71,341.32,4.541,0.346,-0.232,0.336,-5.18,28.09
85.67662,27.244293,5534.51,217.19,4.554,0.409,0.319,0.211,73.9,11.32
85.93188,27.247938,6223.0,224.87,4.449,0.451,-0.008,0.215,-70.5,19.85
85.81233,27.450941,7414.58,230.54,3.948,0.372,0.376,0.185,-15.85,18.48
85.72246,27.300058,6689.86,275.28,4.811,0.442,-0.041,0.253,-6.32,17.82
87.11619,29.479033,7157.6,220.59,3.713,0.408,-0.112,0.251,-21.48,27.33
88.15593,29.781765,5017.34,288.71,2.085,0.863,-0.766,0.407,-1.4,21.71
88.53856,29.731434,6236.37,309.35,4.077,0.564,-0.445,0.333,95.02,27.51
88.08073,29.181477,5166.18,294.42,3.715,0.875,-0.932,0.445,-41.31,44.8
88.00331,29.17205,6495.73,304.54,4.442,0.404,-0.135,0.293,67.16,22.63
88.10445,29.422253,7308.78,433.07,4.421,0.301,-0.289,0.432,8.73,26.25
87.99741,29.287949,5562.36,223.2,4.598,0.471,-0.018,0.245,11.17,11.95
87.95279,29.135101,5239.98,191.01,4.676,0.389,0.11,0.224,14.8,11.42
